user_id,step,timestamp
U173,visited_site,2026-07-20 04:01:00
U041,details_filled,2026-07-20 04:18:00
U165,visited_site,2026-07-20 03:53:00
U132,visited_site,2026-07-20 03:58:00
U164,visited_site,2026-07-20 04:08:00
U152,visited_site,2026-07-20 03:50:00
U072,visited_site,2026-07-20 03:49:00
U075,signup_started,2026-07-20 04:20:00
U097,signup_started,2026-07-20 04:09:00
U024,details_filled,2026-07-20 04:02:00
U139,purchase_completed,2026-07-20 05:09:00
U140,purchase_completed,2026-07-20 04:54:00
U021,details_filled,2026-07-20 04:29:00
U142,visited_site,2026-07-20 03:35:00
U023,visited_site,2026-07-20 03:43:00
U016,details_filled,2026-07-20 04:32:00
U038,details_filled,2026-07-20 04:23:00
U039,details_filled,2026-07-20 04:28:00
U156,visited_site,2026-07-20 03:41:00
U042,visited_site,2026-07-20 04:04:00
U026,details_filled,2026-07-20 04:05:00
U136,visited_site,2026-07-20 03:58:00
U139,visited_site,2026-07-20 03:44:00
U076,visited_site,2026-07-20 04:08:00
U149,visited_site,2026-07-20 04:03:00
U155,visited_site,2026-07-20 03:39:00
U020,details_filled,2026-07-20 04:39:00
U124,purchase_completed,2026-07-20 05:05:00
U108,visited_site,2026-07-20 03:43:00
U025,details_filled,2026-07-20 04:23:00
U019,details_filled,2026-07-20 04:35:00
U055,visited_site,2026-07-20 03:50:00
U183,visited_site,2026-07-20 04:03:00
U042,details_filled,2026-07-20 04:02:00
U111,purchase_completed,2026-07-20 05:04:00
U009,signup_started,2026-07-20 03:53:00
U049,signup_started,2026-07-20 04:08:00
U163,visited_site,2026-07-20 03:38:00
U128,signup_started,2026-07-20 04:04:00
U058,visited_site,2026-07-20 03:48:00
U077,email_verified,2026-07-20 04:46:00
U112,signup_started,2026-07-20 04:11:00
U192,visited_site,2026-07-20 04:07:00
U026,visited_site,2026-07-20 03:48:00
U135,purchase_completed,2026-07-20 04:50:00
U111,signup_started,2026-07-20 03:53:00
U069,visited_site,2026-07-20 03:55:00
U122,purchase_completed,2026-07-20 04:49:00
U184,details_filled,2026-07-20 04:38:00
U196,visited_site,2026-07-20 03:39:00
U016,signup_started,2026-07-20 03:48:00
U026,signup_started,2026-07-20 04:13:00
U106,purchase_completed,2026-07-20 04:47:00
U113,visited_site,2026-07-20 03:52:00
U099,signup_started,2026-07-20 04:16:00
U175,details_filled,2026-07-20 04:30:00
U008,details_filled,2026-07-20 04:28:00
U134,purchase_completed,2026-07-20 04:50:00
U054,signup_started,2026-07-20 04:06:00
U162,visited_site,2026-07-20 03:33:00
U005,details_filled,2026-07-20 04:19:00
U112,visited_site,2026-07-20 04:08:00
U010,details_filled,2026-07-20 04:34:00
U123,visited_site,2026-07-20 03:36:00
U142,purchase_completed,2026-07-20 04:58:00
U036,visited_site,2026-07-20 04:07:00
U056,signup_started,2026-07-20 04:06:00
U001,visited_site,2026-07-20 04:05:00
U110,purchase_completed,2026-07-20 04:38:00
U036,signup_started,2026-07-20 03:58:00
U177,visited_site,2026-07-20 03:37:00
U177,details_filled,2026-07-20 04:29:00
U071,email_verified,2026-07-20 04:41:00
U054,visited_site,2026-07-20 04:03:00
U108,signup_started,2026-07-20 04:15:00
U108,purchase_completed,2026-07-20 05:09:00
U073,visited_site,2026-07-20 04:03:00
U063,signup_started,2026-07-20 04:08:00
U040,details_filled,2026-07-20 04:15:00
U011,details_filled,2026-07-20 04:12:00
U195,details_filled,2026-07-20 04:06:00
U132,purchase_completed,2026-07-20 05:09:00
U037,signup_started,2026-07-20 04:20:00
U196,details_filled,2026-07-20 04:28:00
U051,email_verified,2026-07-20 04:17:00
U179,details_filled,2026-07-20 04:28:00
U007,details_filled,2026-07-20 04:39:00
U179,visited_site,2026-07-20 03:34:00
U080,email_verified,2026-07-20 04:41:00
U073,signup_started,2026-07-20 04:09:00
U116,visited_site,2026-07-20 03:44:00
U008,visited_site,2026-07-20 03:53:00
U034,details_filled,2026-07-20 04:28:00
U150,visited_site,2026-07-20 04:07:00
U011,signup_started,2026-07-20 03:58:00
U086,visited_site,2026-07-20 03:41:00
U062,signup_started,2026-07-20 03:57:00
U132,signup_started,2026-07-20 04:14:00
U018,signup_started,2026-07-20 04:18:00
U103,signup_started,2026-07-20 04:13:00
U028,details_filled,2026-07-20 04:28:00
U066,signup_started,2026-07-20 04:17:00
U072,email_verified,2026-07-20 04:28:00
U036,details_filled,2026-07-20 04:05:00
U032,visited_site,2026-07-20 03:33:00
U199,details_filled,2026-07-20 04:11:00
U182,details_filled,2026-07-20 04:26:00
U105,purchase_completed,2026-07-20 04:58:00
U157,visited_site,2026-07-20 03:57:00
U169,visited_site,2026-07-20 04:04:00
U009,details_filled,2026-07-20 04:29:00
U193,details_filled,2026-07-20 04:29:00
U174,details_filled,2026-07-20 04:38:00
U078,visited_site,2026-07-20 03:46:00
U017,signup_started,2026-07-20 04:09:00
U041,signup_started,2026-07-20 03:54:00
U115,visited_site,2026-07-20 03:57:00
U193,visited_site,2026-07-20 04:04:00
U013,details_filled,2026-07-20 04:01:00
U017,details_filled,2026-07-20 04:21:00
U198,details_filled,2026-07-20 04:20:00
U002,details_filled,2026-07-20 04:22:00
U064,signup_started,2026-07-20 04:14:00
U125,visited_site,2026-07-20 04:04:00
U114,signup_started,2026-07-20 03:47:00
U068,signup_started,2026-07-20 04:24:00
U088,email_verified,2026-07-20 04:39:00
U186,details_filled,2026-07-20 04:13:00
U187,visited_site,2026-07-20 04:00:00
U102,visited_site,2026-07-20 03:57:00
U089,email_verified,2026-07-20 04:21:00
U039,signup_started,2026-07-20 03:55:00
U100,signup_started,2026-07-20 03:56:00
U113,signup_started,2026-07-20 03:56:00
U081,visited_site,2026-07-20 03:41:00
U110,signup_started,2026-07-20 04:10:00
U079,visited_site,2026-07-20 03:47:00
U186,visited_site,2026-07-20 03:46:00
U122,signup_started,2026-07-20 04:20:00
U048,visited_site,2026-07-20 03:39:00
U152,details_filled,2026-07-20 04:23:00
U067,visited_site,2026-07-20 03:55:00
U045,signup_started,2026-07-20 04:23:00
U066,visited_site,2026-07-20 03:52:00
U070,signup_started,2026-07-20 03:50:00
U047,signup_started,2026-07-20 04:24:00
U114,purchase_completed,2026-07-20 04:53:00
U035,visited_site,2026-07-20 03:58:00
U118,signup_started,2026-07-20 03:52:00
U040,visited_site,2026-07-20 04:06:00
U148,visited_site,2026-07-20 03:35:00
U117,purchase_completed,2026-07-20 04:44:00
U126,purchase_completed,2026-07-20 04:47:00
U098,visited_site,2026-07-20 04:05:00
U053,signup_started,2026-07-20 03:45:00
U183,details_filled,2026-07-20 04:23:00
U059,email_verified,2026-07-20 04:34:00
U113,purchase_completed,2026-07-20 04:49:00
U125,signup_started,2026-07-20 04:14:00
U027,details_filled,2026-07-20 04:19:00
U032,details_filled,2026-07-20 04:10:00
U085,email_verified,2026-07-20 04:37:00
U018,details_filled,2026-07-20 04:12:00
U023,details_filled,2026-07-20 04:08:00
U071,signup_started,2026-07-20 04:11:00
U080,visited_site,2026-07-20 03:59:00
U129,signup_started,2026-07-20 03:55:00
U025,signup_started,2026-07-20 04:07:00
U147,visited_site,2026-07-20 03:30:00
U115,signup_started,2026-07-20 04:11:00
U063,email_verified,2026-07-20 04:39:00
U040,signup_started,2026-07-20 04:12:00
U078,signup_started,2026-07-20 04:03:00
U173,details_filled,2026-07-20 04:35:00
U029,visited_site,2026-07-20 03:53:00
U182,visited_site,2026-07-20 03:53:00
U137,purchase_completed,2026-07-20 05:01:00
U074,visited_site,2026-07-20 03:40:00
U194,visited_site,2026-07-20 03:39:00
U181,visited_site,2026-07-20 03:51:00
U079,signup_started,2026-07-20 04:17:00
U023,signup_started,2026-07-20 03:50:00
U044,visited_site,2026-07-20 03:55:00
U103,purchase_completed,2026-07-20 04:45:00
U031,signup_started,2026-07-20 04:11:00
U120,signup_started,2026-07-20 04:15:00
U090,email_verified,2026-07-20 04:40:00
U068,email_verified,2026-07-20 04:51:00
U082,visited_site,2026-07-20 03:53:00
U156,details_filled,2026-07-20 04:26:00
U107,purchase_completed,2026-07-20 04:56:00
U033,signup_started,2026-07-20 04:19:00
U127,visited_site,2026-07-20 03:49:00
U091,signup_started,2026-07-20 04:15:00
U105,signup_started,2026-07-20 04:06:00
U087,email_verified,2026-07-20 04:36:00
U162,details_filled,2026-07-20 04:24:00
U116,signup_started,2026-07-20 04:18:00
U140,visited_site,2026-07-20 03:34:00
U109,purchase_completed,2026-07-20 05:02:00
U060,signup_started,2026-07-20 04:24:00
U167,details_filled,2026-07-20 04:32:00
U071,visited_site,2026-07-20 03:34:00
U085,visited_site,2026-07-20 03:56:00
U199,visited_site,2026-07-20 04:01:00
U106,signup_started,2026-07-20 04:09:00
U001,signup_started,2026-07-20 04:07:00
U073,email_verified,2026-07-20 04:31:00
U151,visited_site,2026-07-20 03:52:00
U016,visited_site,2026-07-20 04:06:00
U058,signup_started,2026-07-20 03:48:00
U191,visited_site,2026-07-20 03:41:00
U107,signup_started,2026-07-20 04:16:00
U144,visited_site,2026-07-20 04:07:00
U007,signup_started,2026-07-20 04:24:00
U128,purchase_completed,2026-07-20 04:35:00
U041,visited_site,2026-07-20 03:50:00
U031,details_filled,2026-07-20 04:09:00
U014,details_filled,2026-07-20 04:22:00
U012,visited_site,2026-07-20 03:32:00
U115,purchase_completed,2026-07-20 04:53:00
U094,signup_started,2026-07-20 04:04:00
U109,signup_started,2026-07-20 04:13:00
U084,email_verified,2026-07-20 04:34:00
U059,signup_started,2026-07-20 04:00:00
U134,signup_started,2026-07-20 03:57:00
U056,visited_site,2026-07-20 03:43:00
U006,visited_site,2026-07-20 03:32:00
U069,email_verified,2026-07-20 04:40:00
U160,visited_site,2026-07-20 03:53:00
U184,visited_site,2026-07-20 04:01:00
U119,visited_site,2026-07-20 03:51:00
U035,signup_started,2026-07-20 03:45:00
U044,signup_started,2026-07-20 04:00:00
U161,visited_site,2026-07-20 03:52:00
U118,visited_site,2026-07-20 04:09:00
U002,visited_site,2026-07-20 03:44:00
U019,signup_started,2026-07-20 04:09:00
U096,signup_started,2026-07-20 04:03:00
U083,signup_started,2026-07-20 04:18:00
U053,email_verified,2026-07-20 04:46:00
U161,details_filled,2026-07-20 04:36:00
U007,visited_site,2026-07-20 04:07:00
U124,signup_started,2026-07-20 04:12:00
U038,signup_started,2026-07-20 04:18:00
U138,signup_started,2026-07-20 03:59:00
U146,visited_site,2026-07-20 03:59:00
U124,visited_site,2026-07-20 03:47:00
U117,signup_started,2026-07-20 03:59:00
U094,email_verified,2026-07-20 04:26:00
U133,visited_site,2026-07-20 03:37:00
U172,visited_site,2026-07-20 03:44:00
U176,details_filled,2026-07-20 04:23:00
U061,visited_site,2026-07-20 04:08:00
U087,visited_site,2026-07-20 03:38:00
U088,visited_site,2026-07-20 03:35:00
U084,visited_site,2026-07-20 04:00:00
U153,details_filled,2026-07-20 04:27:00
U135,signup_started,2026-07-20 04:21:00
U099,purchase_completed,2026-07-20 04:41:00
U033,details_filled,2026-07-20 04:03:00
U099,visited_site,2026-07-20 03:43:00
U151,details_filled,2026-07-20 04:07:00
U051,signup_started,2026-07-20 04:04:00
U142,signup_started,2026-07-20 04:20:00
U054,email_verified,2026-07-20 04:23:00
U079,email_verified,2026-07-20 04:23:00
U061,signup_started,2026-07-20 04:09:00
U045,details_filled,2026-07-20 04:34:00
U092,visited_site,2026-07-20 03:30:00
U101,visited_site,2026-07-20 03:44:00
U001,details_filled,2026-07-20 04:26:00
U171,visited_site,2026-07-20 04:03:00
U065,visited_site,2026-07-20 03:46:00
U004,signup_started,2026-07-20 04:17:00
U102,purchase_completed,2026-07-20 04:39:00
U009,visited_site,2026-07-20 03:48:00
U170,details_filled,2026-07-20 04:17:00
U170,visited_site,2026-07-20 03:44:00
U130,signup_started,2026-07-20 04:14:00
U131,visited_site,2026-07-20 03:30:00
U097,visited_site,2026-07-20 03:56:00
U126,visited_site,2026-07-20 03:34:00
U070,email_verified,2026-07-20 04:17:00
U101,purchase_completed,2026-07-20 04:56:00
U096,visited_site,2026-07-20 03:55:00
U114,visited_site,2026-07-20 04:03:00
U068,visited_site,2026-07-20 03:58:00
U083,visited_site,2026-07-20 03:49:00
U121,signup_started,2026-07-20 04:05:00
U188,visited_site,2026-07-20 04:08:00
U010,visited_site,2026-07-20 03:38:00
U117,visited_site,2026-07-20 04:02:00
U166,visited_site,2026-07-20 03:53:00
U155,details_filled,2026-07-20 04:14:00
U064,visited_site,2026-07-20 04:00:00
U013,visited_site,2026-07-20 03:33:00
U127,purchase_completed,2026-07-20 04:58:00
U086,email_verified,2026-07-20 04:23:00
U139,signup_started,2026-07-20 04:00:00
U175,visited_site,2026-07-20 04:06:00
U052,email_verified,2026-07-20 04:27:00
U082,email_verified,2026-07-20 04:50:00
U027,signup_started,2026-07-20 04:02:00
U029,signup_started,2026-07-20 03:46:00
U048,signup_started,2026-07-20 03:57:00
U116,purchase_completed,2026-07-20 04:52:00
U130,purchase_completed,2026-07-20 04:43:00
U141,visited_site,2026-07-20 03:43:00
U100,visited_site,2026-07-20 03:52:00
U004,details_filled,2026-07-20 04:15:00
U015,visited_site,2026-07-20 03:37:00
U187,details_filled,2026-07-20 04:19:00
U089,visited_site,2026-07-20 04:08:00
U065,signup_started,2026-07-20 03:59:00
U109,visited_site,2026-07-20 03:31:00
U003,signup_started,2026-07-20 04:09:00
U032,signup_started,2026-07-20 04:09:00
U095,email_verified,2026-07-20 04:30:00
U034,signup_started,2026-07-20 04:07:00
U024,visited_site,2026-07-20 04:03:00
U167,visited_site,2026-07-20 04:04:00
U098,email_verified,2026-07-20 04:43:00
U137,signup_started,2026-07-20 04:13:00
U118,purchase_completed,2026-07-20 04:55:00
U153,visited_site,2026-07-20 03:40:00
U078,email_verified,2026-07-20 04:17:00
U091,email_verified,2026-07-20 04:22:00
U095,visited_site,2026-07-20 03:48:00
U102,signup_started,2026-07-20 04:00:00
U148,signup_started,2026-07-20 04:21:00
U062,email_verified,2026-07-20 04:35:00
U064,email_verified,2026-07-20 04:23:00
U046,visited_site,2026-07-20 03:58:00
U042,signup_started,2026-07-20 04:23:00
U005,signup_started,2026-07-20 04:00:00
U092,email_verified,2026-07-20 04:52:00
U180,visited_site,2026-07-20 03:48:00
U057,email_verified,2026-07-20 04:30:00
U195,visited_site,2026-07-20 04:09:00
U065,email_verified,2026-07-20 04:15:00
U168,visited_site,2026-07-20 03:43:00
U131,purchase_completed,2026-07-20 04:41:00
U031,visited_site,2026-07-20 03:30:00
U022,details_filled,2026-07-20 04:32:00
U171,details_filled,2026-07-20 04:09:00
U081,signup_started,2026-07-20 04:19:00
U136,signup_started,2026-07-20 03:54:00
U021,signup_started,2026-07-20 04:07:00
U062,visited_site,2026-07-20 04:07:00
U061,email_verified,2026-07-20 04:42:00
U050,email_verified,2026-07-20 04:47:00
U085,signup_started,2026-07-20 04:05:00
U190,visited_site,2026-07-20 04:03:00
U015,details_filled,2026-07-20 04:13:00
U083,email_verified,2026-07-20 04:22:00
U029,details_filled,2026-07-20 04:34:00
U174,visited_site,2026-07-20 03:33:00
U094,visited_site,2026-07-20 03:54:00
U176,visited_site,2026-07-20 03:35:00
U052,signup_started,2026-07-20 04:07:00
U160,details_filled,2026-07-20 04:00:00
U014,visited_site,2026-07-20 03:58:00
U012,signup_started,2026-07-20 04:22:00
U003,visited_site,2026-07-20 03:51:00
U133,signup_started,2026-07-20 04:06:00
U188,details_filled,2026-07-20 04:15:00
U074,email_verified,2026-07-20 04:51:00
U005,visited_site,2026-07-20 04:04:00
U019,visited_site,2026-07-20 03:31:00
U030,signup_started,2026-07-20 03:50:00
U178,visited_site,2026-07-20 03:33:00
U047,email_verified,2026-07-20 04:15:00
U191,details_filled,2026-07-20 04:09:00
U055,email_verified,2026-07-20 04:30:00
U090,visited_site,2026-07-20 03:57:00
U095,signup_started,2026-07-20 04:21:00
U123,signup_started,2026-07-20 04:17:00
U103,visited_site,2026-07-20 03:41:00
U035,details_filled,2026-07-20 04:19:00
U004,visited_site,2026-07-20 03:33:00
U037,details_filled,2026-07-20 04:37:00
U076,signup_started,2026-07-20 03:58:00
U093,visited_site,2026-07-20 03:35:00
U081,email_verified,2026-07-20 04:53:00
U093,email_verified,2026-07-20 04:35:00
U091,visited_site,2026-07-20 03:40:00
U178,details_filled,2026-07-20 04:36:00
U075,visited_site,2026-07-20 03:44:00
U192,details_filled,2026-07-20 04:20:00
U092,signup_started,2026-07-20 04:00:00
U047,visited_site,2026-07-20 03:48:00
U060,email_verified,2026-07-20 04:38:00
U165,details_filled,2026-07-20 04:15:00
U015,signup_started,2026-07-20 03:54:00
U154,details_filled,2026-07-20 04:23:00
U093,signup_started,2026-07-20 03:50:00
U077,visited_site,2026-07-20 04:09:00
U172,details_filled,2026-07-20 04:18:00
U143,visited_site,2026-07-20 03:32:00
U039,visited_site,2026-07-20 03:30:00
U027,visited_site,2026-07-20 03:50:00
U129,visited_site,2026-07-20 03:32:00
U150,signup_started,2026-07-20 03:46:00
U197,visited_site,2026-07-20 03:57:00
U096,email_verified,2026-07-20 04:53:00
U133,purchase_completed,2026-07-20 04:36:00
U008,signup_started,2026-07-20 03:55:00
U011,visited_site,2026-07-20 04:01:00
U157,details_filled,2026-07-20 04:21:00
U141,purchase_completed,2026-07-20 04:36:00
U119,signup_started,2026-07-20 04:17:00
U038,visited_site,2026-07-20 03:50:00
U045,visited_site,2026-07-20 03:32:00
U106,visited_site,2026-07-20 04:04:00
U030,details_filled,2026-07-20 04:21:00
U072,signup_started,2026-07-20 03:45:00
U046,details_filled,2026-07-20 04:24:00
U006,signup_started,2026-07-20 04:12:00
U014,signup_started,2026-07-20 04:05:00
U121,purchase_completed,2026-07-20 04:59:00
U049,visited_site,2026-07-20 03:48:00
U020,visited_site,2026-07-20 04:06:00
U056,email_verified,2026-07-20 04:23:00
U048,email_verified,2026-07-20 04:24:00
U050,visited_site,2026-07-20 03:39:00
U138,visited_site,2026-07-20 04:06:00
U050,signup_started,2026-07-20 04:20:00
U120,purchase_completed,2026-07-20 04:35:00
U052,visited_site,2026-07-20 03:57:00
U012,details_filled,2026-07-20 04:10:00
U122,visited_site,2026-07-20 04:08:00
U076,email_verified,2026-07-20 04:51:00
U197,details_filled,2026-07-20 04:04:00
U097,email_verified,2026-07-20 04:49:00
U120,visited_site,2026-07-20 03:34:00
U185,visited_site,2026-07-20 03:33:00
U128,visited_site,2026-07-20 03:43:00
U043,details_filled,2026-07-20 04:03:00
U105,visited_site,2026-07-20 04:07:00
U107,visited_site,2026-07-20 03:58:00
U129,purchase_completed,2026-07-20 04:52:00
U077,signup_started,2026-07-20 04:23:00
U002,signup_started,2026-07-20 03:55:00
U131,signup_started,2026-07-20 04:09:00
U189,visited_site,2026-07-20 03:33:00
U104,purchase_completed,2026-07-20 05:03:00
U080,signup_started,2026-07-20 04:05:00
U110,visited_site,2026-07-20 03:32:00
U066,email_verified,2026-07-20 04:43:00
U137,visited_site,2026-07-20 03:44:00
U033,visited_site,2026-07-20 03:34:00
U159,visited_site,2026-07-20 04:01:00
U181,details_filled,2026-07-20 04:29:00
U017,visited_site,2026-07-20 04:05:00
U198,visited_site,2026-07-20 04:03:00
U164,details_filled,2026-07-20 04:30:00
U134,visited_site,2026-07-20 03:38:00
U127,signup_started,2026-07-20 03:55:00
U145,visited_site,2026-07-20 04:00:00
U130,visited_site,2026-07-20 04:08:00
U020,signup_started,2026-07-20 04:18:00
U190,details_filled,2026-07-20 04:00:00
U158,visited_site,2026-07-20 04:03:00
U063,visited_site,2026-07-20 03:56:00
U067,email_verified,2026-07-20 04:53:00
U049,email_verified,2026-07-20 04:39:00
U121,visited_site,2026-07-20 04:01:00
U089,signup_started,2026-07-20 04:09:00
U044,details_filled,2026-07-20 04:02:00
U112,purchase_completed,2026-07-20 04:53:00
U119,purchase_completed,2026-07-20 04:30:00
U111,visited_site,2026-07-20 03:32:00
U154,visited_site,2026-07-20 03:57:00
U140,signup_started,2026-07-20 04:23:00
U125,purchase_completed,2026-07-20 04:35:00
U084,signup_started,2026-07-20 04:18:00
U123,purchase_completed,2026-07-20 04:30:00
U104,visited_site,2026-07-20 03:42:00
U087,signup_started,2026-07-20 04:12:00
U136,purchase_completed,2026-07-20 04:53:00
U028,visited_site,2026-07-20 04:05:00
U003,details_filled,2026-07-20 04:27:00
U067,signup_started,2026-07-20 03:56:00
U043,signup_started,2026-07-20 04:12:00
U158,details_filled,2026-07-20 04:07:00
U010,signup_started,2026-07-20 04:16:00
U145,signup_started,2026-07-20 03:55:00
U028,signup_started,2026-07-20 04:22:00
U022,visited_site,2026-07-20 04:07:00
U135,visited_site,2026-07-20 03:37:00
U034,visited_site,2026-07-20 03:43:00
U075,email_verified,2026-07-20 04:20:00
U024,signup_started,2026-07-20 04:02:00
U025,visited_site,2026-07-20 04:01:00
U100,purchase_completed,2026-07-20 04:33:00
U018,visited_site,2026-07-20 03:47:00
U147,signup_started,2026-07-20 03:57:00
U059,visited_site,2026-07-20 03:57:00
U057,visited_site,2026-07-20 03:53:00
U058,email_verified,2026-07-20 04:53:00
U022,signup_started,2026-07-20 04:13:00
U098,signup_started,2026-07-20 03:50:00
U057,signup_started,2026-07-20 03:46:00
U069,signup_started,2026-07-20 03:47:00
U055,signup_started,2026-07-20 03:58:00
U088,signup_started,2026-07-20 04:00:00
U180,details_filled,2026-07-20 04:13:00
U046,signup_started,2026-07-20 04:01:00
U074,signup_started,2026-07-20 04:23:00
U037,visited_site,2026-07-20 03:42:00
U060,visited_site,2026-07-20 04:04:00
U013,signup_started,2026-07-20 04:13:00
U021,visited_site,2026-07-20 04:07:00
U159,details_filled,2026-07-20 04:38:00
U082,signup_started,2026-07-20 04:02:00
U141,signup_started,2026-07-20 03:59:00
U053,visited_site,2026-07-20 03:47:00
U104,signup_started,2026-07-20 04:23:00
U051,visited_site,2026-07-20 04:05:00
U200,visited_site,2026-07-20 03:55:00
U043,visited_site,2026-07-20 03:58:00
U030,visited_site,2026-07-20 04:08:00
U086,signup_started,2026-07-20 04:15:00
U185,details_filled,2026-07-20 04:15:00
U189,details_filled,2026-07-20 04:19:00
U090,signup_started,2026-07-20 03:55:00
U101,signup_started,2026-07-20 03:50:00
U146,signup_started,2026-07-20 04:09:00
U166,details_filled,2026-07-20 04:17:00
U149,signup_started,2026-07-20 04:20:00
U163,details_filled,2026-07-20 04:25:00
U194,details_filled,2026-07-20 04:16:00
U144,signup_started,2026-07-20 03:54:00
U143,signup_started,2026-07-20 04:14:00
U006,details_filled,2026-07-20 04:29:00
U168,details_filled,2026-07-20 04:31:00
U169,details_filled,2026-07-20 04:29:00
U126,signup_started,2026-07-20 03:58:00
U200,details_filled,2026-07-20 04:11:00
U070,visited_site,2026-07-20 03:45:00
U138,purchase_completed,2026-07-20 04:59:00
